Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Latitude,Longitude
États-Unis,USA,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,4.18,4.51,4.76,4.28,4.09,4.73,4.76,4.51,4.53,5.71,5.43,4.68,4.84,5.33,5.48,5.84,6.4,6.3,6.85,7.35,7.44,8.36,8.73,9.08,9.22,9.03,9.46,9.92,10.12,10.42,11.16,37.09024,-95.712891
Ouzbékistan,UZB,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,1.3,1.22,1.41,1.62,1.59,1.47,1.66,1.45,1.23,1.48,0.72,0.78,1.02,1.42,1.05,1.62,0.85,0.9,0.8,1.25,1.35,0.95,1.34,1.19,1.4,1.71,1.61,1.75,1.49,1.56,1.03,41.377491,64.585262
Saint-Vincent-et-les Grenadines,VCT,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,15.44,11.6,13.17,12.28,10.47,9.1,8.99,8.78,7.15,6.54,8.49,6.19,6.07,5.63,5.86,5.81,5.29,4.71,5.33,4.1,5.13,6.09,5.02,5.37,3.32,4.3,4.1,5.28,4.93,5.39,4.9,12.984305,-61.287228
Venezuela,VEN,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,12.02,13.24,14.15,13.23,13.83,13.15,12.89,13.88,13.68,15.04,15.29,14.03,12.84,13.41,14.64,14.23,15.6,16.64,16.35,16.21,13.79,14.76,13.71,15.29,12.01,15.33,14.51,14.31,14.57,15.77,23.33,6.42375,-66.58973
Îles Vierges britanniques,VGB,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,1.3,1.38,1.1,1.22,1.1,1.14,0.95,0.98,0.96,0.91,0.87,0.86,0.84,0.79,0.77,0.76,0.72,0.71,0.71,0.73,0.71,0.89,0.91,0.97,1.0,1.0,1.0,1.15,1.24,1.25,1.42,18.420695,-64.639968
Îles Vierges (EU),VIR,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,0.49,0.52,0.47,0.51,0.46,0.48,0.46,0.49,0.53,0.55,0.53,0.55,0.57,0.58,0.59,0.67,0.69,0.69,0.72,0.77,0.74,1.12,1.87,2.68,3.94,5.14,5.14,4.8,4.76,4.91,5.13,18.335765,-64.896335
Viet Nam,VNM,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,75.91,75.46,74.52,70.62,67.77,64.88,62.61,60.53,59.23,59.32,57.73,56.14,52.2,50.83,45.77,44.15,44.25,41.9,39.26,36.97,34.58,36.33,37.91,37.37,36.69,26.54,26.97,28.52,24.59,20.65,19.11,14.058324,108.277199
Viet Nam,VNM,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,75.91,75.46,74.52,70.62,67.77,64.88,62.61,60.53,59.23,59.32,57.73,56.14,52.2,50.83,45.77,44.15,44.25,41.9,39.26,36.97,34.58,36.33,37.91,37.37,36.69,26.54,26.97,28.52,24.59,20.65,19.11,14.058324,108.277199
Vanuatu,VUT,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,27.63,31.86,37.31,40.28,43.46,45.43,38.85,41.42,47.25,47.97,47.75,46.6,50.9,51.37,65.47,65.38,64.66,42.4,47.68,38.66,38.08,35.75,38.98,40.92,31.51,35.62,33.15,35.69,29.7,31.63,26.03,-15.376706,166.959158
Samoa,WSM,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,63.96,61.75,60.61,59.25,60.05,58.56,58.16,59.09,58.0,57.89,59.69,52.41,49.58,52.41,48.82,48.89,45.96,43.18,44.87,43.28,41.28,40.26,40.26,42.61,41.24,37.47,36.82,35.79,36.63,34.21,37.54,-13.759029,-172.104629
Yémen,YEM,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),,1.78,1.41,1.31,1.48,1.44,1.24,1.22,1.15,1.07,1.0,0.95,0.89,0.9,0.78,0.75,0.74,0.76,0.76,0.74,0.7,0.78,0.93,1.08,0.76,0.76,1.96,2.64,2.94,2.91,3.01,,15.552727,48.516388
Afrique du Sud,ZAF,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,16.63,17.47,18.37,18.59,18.57,18.12,17.44,17.11,17.28,17.67,16.18,15.01,13.28,12.07,11.1,9.89,9.42,8.86,9.9,9.37,9.65,9.23,8.49,7.94,7.72,7.73,7.97,8.03,8.07,8.84,9.76,-30.559482,22.937506
Zambie,ZMB,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,83.03,82.29,82.73,85.14,86.86,87.11,89.64,87.0,87.75,89.82,89.98,89.76,89.56,89.2,89.28,88.68,89.43,90.32,89.36,88.68,88.59,87.28,84.63,84.56,83.77,83.09,83.07,81.89,81.87,81.48,81.84,-13.133897,27.849332
Zimbabwe,ZWE,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,63.97,63.74,64.37,64.41,68.52,67.06,66.74,67.39,67.84,64.41,69.49,72.32,74.74,78.01,81.84,80.29,78.67,77.98,81.57,82.58,82.51,79.4,77.64,79.04,80.45,81.0,82.07,82.63,80.43,81.52,84.36,-19.015438,29.154857
